lemma	pos	polarity_score	has_polarity	provenance
pecunia	noun	0	neutral	SILVER
peiiuriom	noun	-1	negative	SILVER
peiiurium	noun	-1	negative	SILVER
peiiurus	adj	-1	negative	SILVER
peiuriom	noun	-1	negative	SILVER
peiurium	noun	-1	negative	SILVER
peiurus	adj	-1	negative	SILVER
periuriom	noun	-1	negative	SILVER
perniciabilis	adj	-1	negative	SILVER
pernicialis	adj	-1	negative	SILVER
perpetuarius	adj	0	neutral	SILVER
perpetuus	adj	0	neutral	SILVER
peruigiliom	noun	0	neutral	SILVER
peruigilis	adj	0	neutral	SILVER
pesestas	noun	-1	negative	SILVER
pestibilis	adj	-1	negative	SILVER
pestilentia	noun	-1	negative	SILVER
pestilis	adj	-1	negative	SILVER
pestilitas	noun	-1	negative	SILVER
philosophicus	adj	0	neutral	SILVER
phreniticus	adj	-1	negative	SILVER
pigritia	noun	-1	negative	SILVER
placabilitas	noun	1	positive	SILVER
placidus	adj	1	positive	SILVER
podagricus	adj	0	neutral	SILVER
poenalis	adj	-1	negative	SILVER
poenarius	adj	-1	negative	SILVER
pomarius	adj	0	neutral	SILVER
pometom	noun	0	neutral	SILVER
pometum	noun	0	neutral	SILVER
pomom	noun	0	neutral	SILVER
pompalis	adj	-0.5	negative	SILVER
pompicus	adj	-0.5	negative	SILVER
pomus	noun	0	neutral	SILVER
portentum	noun	0	neutral	SILVER
potentatus	noun	0	neutral	SILVER
potentialis	adj	0.5	positive	SILVER
potestatiuus	adj	0	neutral	SILVER
praeconialis	adj	0	neutral	SILVER
praeconiom	noun	0	neutral	SILVER
praees	noun	0	neutral	SILVER
praemiom	noun	1	positive	SILVER
praes	noun	0	neutral	SILVER
praestantia	noun	1	positive	SILVER
precatio	noun	0.5	positive	SILVER
pretium	noun	1	positive	SILVER
primom	noun	1	positive	SILVER
primum	noun	1	positive	SILVER
priuilegiarius	adj	0	neutral	SILVER
priuilegiom	noun	0	neutral	SILVER
probabilitas	noun	0.5	positive	SILVER
probrom	noun	-1	negative	SILVER
procacia	noun	-1	negative	SILVER
procacitas	noun	-1	negative	SILVER
prodigium	noun	0	neutral	SILVER
proelium	noun	-1	negative	SILVER
promissom	noun	0	neutral	SILVER
propinquus	noun	0	neutral	SILVER
propositom	noun	0	neutral	SILVER
propriom	noun	0	neutral	SILVER
pudicitia	noun	0.5	positive	SILVER
pudicus	adj	0.5	positive	SILVER
pudor	noun	0.5	positive	SILVER
pugna	noun	-1	negative	SILVER
quadriplator	noun	-0.5	negative	SILVER
quadrupulator	noun	-0.5	negative	SILVER
quaestus	noun	0.5	positive	SILVER
quaistus	noun	0.5	positive	SILVER
querimonia	noun	-0.5	negative	SILVER
raptom	noun	-1	negative	SILVER
ratio	noun	0	neutral	SILVER
rationabilis	adj	0	neutral	SILVER
rationalitas	noun	0	neutral	SILVER
rationarius	adj	0	neutral	SILVER
rationatiuus	adj	0	neutral	SILVER
robur	noun	0.5	positive	SILVER
robusteus	adj	1	positive	SILVER
robustus	adj	1	positive	SILVER
rudis	adj	-0.5	negative	SILVER
ruditas	noun	-0.5	negative	SILVER
rupes	noun	0	neutral	SILVER
rupeus	adj	0	neutral	SILVER
rusticanus	adj	-0.5	negative	SILVER
rusticus	adj	-0.5	negative	SILVER
sacrilegiom	noun	-1	negative	SILVER
salubris	adj	1	positive	SILVER
salubritas	noun	1	positive	SILVER
sanates	noun	1	positive	SILVER
sapientialis	adj	1	positive	SILVER
satur	adj	0.5	positive	SILVER
saturus	adj	0.5	positive	SILVER
saxatilis	adj	0	neutral	SILVER
saxetum	noun	0	neutral	SILVER
saxeus	adj	0	neutral	SILVER
saxitas	noun	0	neutral	SILVER
saxom	noun	0	neutral	SILVER
saxsum	noun	0	neutral	SILVER
saxum	noun	0	neutral	SILVER
scabitudo	noun	-1	negative	SILVER
scitus	noun	1	positive	SILVER
scolasticus	noun	0	neutral	SILVER
scopulus	noun	0	neutral	SILVER
scriptulus	noun	-0.5	negative	SILVER
scripularis	adj	-0.5	negative	SILVER
scripulus	noun	-0.5	negative	SILVER
secordia	noun	-1	negative	SILVER
sectarius	adj	0	neutral	SILVER
segnitia	noun	-1	negative	SILVER
sera	noun	0	neutral	SILVER
serietas	noun	0	neutral	SILVER
seriom	noun	0	neutral	SILVER
sermonalis	adj	-0.5	negative	SILVER
seruitialis	adj	-1	negative	SILVER
seruitiom	noun	-1	negative	SILVER
seruitium	noun	-1	negative	SILVER
seruitudo	noun	-1	negative	SILVER
sestertiarius	adj	0	neutral	SILVER
sestertiom	noun	0	neutral	SILVER
simplicitudo	noun	0.5	positive	SILVER
situs	noun	-0.5	negative	SILVER
slis	noun	-0.5	negative	SILVER
societas	noun	1	positive	SILVER
socius	adj	1	positive	SILVER
socors	adj	-1	negative	SILVER
solaciom	noun	1	positive	SILVER
solaminiom	noun	1	positive	SILVER
solaminium	noun	1	positive	SILVER
solatarius	noun	1	positive	SILVER
solatiom	noun	1	positive	SILVER
solatium	noun	1	positive	SILVER
solicitus	adj	-1	negative	SILVER
solitas	noun	0	neutral	SILVER
sonticus	adj	-1	negative	SILVER
sorditia	noun	-1	negative	SILVER
sordities	noun	-1	negative	SILVER
sorditudo	noun	-1	negative	SILVER
sors	noun	-1	negative	SILVER
sortiarius	noun	-1	negative	SILVER
sortis	noun	-1	negative	SILVER
spectaclom	noun	0	neutral	SILVER
spectaclum	noun	0	neutral	SILVER
spectaculom	noun	0	neutral	SILVER
sponsalicius	adj	0	neutral	SILVER
sponsalitius	adj	0	neutral	SILVER
stercus	noun	-0.5	negative	SILVER
sterelitas	noun	-0.5	negative	SILVER
sterilis	adj	-0.5	negative	SILVER
stimuleus	adj	0	neutral	SILVER
stlis	noun	-0.5	negative	SILVER
stoliditas	noun	-1	negative	SILVER
stultities	noun	-1	negative	SILVER
stupidus	adj	-1	negative	SILVER
stuporatus	adj	-0.5	negative	SILVER
stuprom	noun	-1	negative	SILVER
subitus	adj	0	neutral	SILVER
suom	noun	0	neutral	SILVER
superstens	adj	0.5	positive	SILVER
suspendiom	noun	-1	negative	SILVER
suspiriom	noun	-0.5	negative	SILVER
suspirium	noun	-0.5	negative	SILVER
suspitio	noun	-0.5	negative	SILVER
taberna	noun	0	neutral	SILVER
tabernalis	adj	0	neutral	SILVER
tabernarius	adj	0	neutral	SILVER
taediom	noun	-1	negative	SILVER
taeter	adj	-1	negative	SILVER
taetritudo	noun	-1	negative	SILVER
taetrus	adj	-1	negative	SILVER
temulentia	noun	-0.5	negative	SILVER
temulentus	adj	-0.5	negative	SILVER
tetricus	adj	-1	negative	SILVER
timedus	adj	-0.5	negative	SILVER
timoratus	adj	-0.5	negative	SILVER
timos	noun	-0.5	negative	SILVER
tormentom	noun	-0.5	negative	SILVER
torsor	noun	-1	negative	SILVER
trabena	noun	0	neutral	SILVER
traberna	noun	0	neutral	SILVER
tralaticius	adj	0	neutral	SILVER
tralatio	noun	0	neutral	SILVER
translatitius	adj	0	neutral	SILVER
transnslatio	noun	0	neutral	SILVER
traslaticius	adj	0	neutral	SILVER
traslatio	noun	0	neutral	SILVER
trasnslatio	noun	0	neutral	SILVER
trepidiarius	adj	-1	negative	SILVER
tribuarius	adj	-0.5	negative	SILVER
tribunal	noun	0	neutral	SILVER
tribunale	noun	0	neutral	SILVER
tribunarium	noun	0	neutral	SILVER
tribunicius	adj	0	neutral	SILVER
tribunus	noun	-0.5	negative	SILVER
tribus	noun	-0.5	negative	SILVER
tubernium	noun	0	neutral	SILVER
tumos	noun	-0.5	negative	SILVER
uaecordia	noun	-1	negative	SILVER
uaecors	adj	-1	negative	SILVER
uaenus	noun	0	neutral	SILVER
uanities	noun	-0.5	negative	SILVER
uanitudo	noun	-0.5	negative	SILVER
uber	adj	1	positive	SILVER
uenalis	adj	1	positive	SILVER
ueneficiom	noun	-0.5	negative	SILVER
ueneficus	adj	-0.5	negative	SILVER
uenenarius	adj	-0.5	negative	SILVER
uenenom	noun	-0.5	negative	SILVER
uenerarii	noun	1	positive	SILVER
uenerarius	adj	-0.5	negative	SILVER
uenus	noun	1	positive	SILVER
uerbositas	noun	-1	negative	SILVER
uerecundia	noun	1	positive	SILVER
uilis	adj	-0.5	negative	SILVER
uitiariom	noun	-1	negative	SILVER
uitiarium	noun	-1	negative	SILVER
uitiom	noun	-1	negative	SILVER
ulceraria	noun	-0.5	negative	SILVER
uolgaris	adj	-0.5	negative	SILVER
uolgus	noun	-0.5	negative	SILVER
uolnerarius	adj	-1	negative	SILVER
uolnus	noun	-1	negative	SILVER
uoluntas	noun	0	neutral	SILVER
uoluntatiuus	adj	0	neutral	SILVER
uoluptabilis	adj	1	positive	SILVER
uoluptarius	adj	1	positive	SILVER
uoluptatiuus	adj	1	positive	SILVER
uotiuitas	noun	0	neutral	SILVER
uotiuus	adj	0	neutral	SILVER
uotom	noun	0	neutral	SILVER
uotus	noun	0	neutral	SILVER
urbanicius	adj	0.5	positive	SILVER
urbanus	adj	0.5	positive	SILVER
ussura	noun	-0.5	negative	SILVER
ussurarius	adj	-0.5	negative	SILVER
usurarius	adj	-0.5	negative	SILVER
uulgaritas	noun	-0.5	negative	SILVER
uulnerarius	adj	-1	negative	SILVER
alebris	adj	0.5	positive	GOLD
inhonestus	adj	-1	negative	GOLD
abiectus	adj	-1	negative	GOLD
persuasibilis	adj	0.5	positive	GOLD
facinorosus	adj	-1	negative	GOLD
spiritalis	adj	0	neutral	GOLD
iacinthinus	adj	0	neutral	GOLD
squamosus	adj	0	neutral	GOLD
hebes	adj	-0.5	negative	GOLD
immoderatus	adj	-1	negative	GOLD
suppositicius	adj	0	neutral	GOLD
interritus	adj	0.5	positive	GOLD
spirabilis	adj	0	neutral	GOLD
indiligens	adj	-1	negative	GOLD
sospes	adj	1	positive	GOLD
uictoriosus	adj	1	positive	GOLD
necopmus	adj	-0.5	negative	GOLD
praedulcis	adj	1	positive	GOLD
temperans	adj	1	positive	GOLD
nitidus	adj	0.5	positive	GOLD
permitialis	adj	-1	negative	GOLD
insuauis	adj	-1	negative	GOLD
naufragus	adj	-0.5	negative	GOLD
artutus	adj	1	positive	GOLD
mundus	adj	1	positive	GOLD
confusus	adj	-0.5	negative	GOLD
indubius	adj	0.5	positive	GOLD
philologus	adj	0	neutral	GOLD
pompatus	adj	0.5	positive	GOLD
indispositus	adj	-0.5	negative	GOLD
noxalis	adj	-1	negative	GOLD
pote	adj	0	neutral	GOLD
dubitabilis	adj	-0.5	negative	GOLD
ceruicosus	adj	-0.5	negative	GOLD
adrogans	adj	-0.5	negative	GOLD
illegalis	adj	-1	negative	GOLD
uaciuus	adj	0	neutral	GOLD
prouectus	adj	0	neutral	GOLD
squalidus	adj	-1	negative	GOLD
radioactiuus	adj	-1	negative	GOLD
inopinatus	adj	-0.5	negative	GOLD
gemellus	adj	0	neutral	GOLD
unanimis	adj	1	positive	GOLD
dissonus	adj	-1	negative	GOLD
ueternosus	adj	-0.5	negative	GOLD
immedicabilis	adj	-0.5	negative	GOLD
indecoris	adj	-1	negative	GOLD
sanguinans	adj	-1	negative	GOLD
languidulus	adj	-0.5	negative	GOLD
adcuratus	adj	0.5	positive	GOLD
percautus	adj	1	positive	GOLD
pompaticus	adj	0.5	positive	GOLD
uastus	adj	-1	negative	GOLD
canceratus	adj	-1	negative	GOLD
funebris	adj	-0.5	negative	GOLD
onustus	adj	-0.5	negative	GOLD
acosmos	adj	-0.5	negative	GOLD
monstruosus	adj	-1	negative	GOLD
pallidulus	adj	-0.5	negative	GOLD
peraccommodatus	adj	1	positive	GOLD
concupiens	adj	-0.5	negative	GOLD
circumtonsus	adj	0	neutral	GOLD
stridulus	adj	0	neutral	GOLD
saluus	adj	1	positive	GOLD
inclinatus	adj	0	neutral	GOLD
durateus	adj	0	neutral	GOLD
uigens	adj	0.5	positive	GOLD
inscrutabilis	adj	0	neutral	GOLD
petulans	adj	-0.5	negative	GOLD
strenuus	adj	1	positive	GOLD
scelestus	adj	-1	negative	GOLD
crisimus	adj	0	neutral	GOLD
interfusus	adj	0	neutral	GOLD
indeficiens	adj	0	neutral	GOLD
hagios	adj	1	positive	GOLD
ligneolus	adj	0	neutral	GOLD
properatus	adj	0	neutral	GOLD
insomnis	adj	-0.5	negative	GOLD
intractabilis	adj	0	neutral	GOLD
suspiriosus	adj	-0.5	negative	GOLD
praerapidus	adj	1	positive	GOLD
offirmatus	adj	1	positive	GOLD
repositus	adj	0	neutral	GOLD
cooperatiuus	adj	1	positive	GOLD
consonus	adj	1	positive	GOLD
subditicius	adj	-0.5	negative	GOLD
gratuitus	adj	0.5	positive	GOLD
radicalis	adj	0	neutral	GOLD
prophylacticus	adj	0.5	positive	GOLD
misellus	adj	-1	negative	GOLD
exsequialis	adj	-0.5	negative	GOLD
meritus	adj	1	positive	GOLD
sacer	adj	1	positive	GOLD
ebriacus	adj	-0.5	negative	GOLD
specularis	adj	0	neutral	GOLD
brunneus	adj	0	neutral	GOLD
arenosus	adj	0	neutral	GOLD
grossus	adj	-0.5	negative	GOLD
causticus	adj	-0.5	negative	GOLD
peccatorius	adj	-1	negative	GOLD
formidabilis	adj	-1	negative	GOLD
inuoluntarius	adj	0	neutral	GOLD
musteus	adj	0	neutral	GOLD
comis	adj	1	positive	GOLD
jucundus	adj	1	positive	GOLD
luculentus	adj	1	positive	GOLD
genitalis	adj	0	neutral	GOLD
aenus	adj	0	neutral	GOLD
insufficiens	adj	-1	negative	GOLD
effluxus	adj	0	neutral	GOLD
aequiparabilis	adj	0	neutral	GOLD
summorosus	adj	-0.5	negative	GOLD
camurus	adj	0	neutral	GOLD
creper	adj	-1	negative	GOLD
triuialis	adj	0	neutral	GOLD
spurcatus	adj	-0.5	negative	GOLD
conclamatus	adj	0.5	positive	GOLD
exanimalis	adj	-1	negative	GOLD
incongruus	adj	-1	negative	GOLD
aspernabilis	adj	-1	negative	GOLD
trimus	adj	0	neutral	GOLD
superans	adj	0.5	positive	GOLD
chalceus	adj	0	neutral	GOLD
pluuiosus	adj	0	neutral	GOLD
semotus	adj	0	neutral	GOLD
iocularius	adj	0.5	positive	GOLD
singularis	adj	0	neutral	GOLD
columis	adj	0.5	positive	GOLD
cicinus	adj	0	neutral	GOLD
potens	adj	1	positive	GOLD
dejunctus	adj	0	neutral	GOLD
optumus	adj	1	positive	GOLD
hiulcus	adj	-0.5	negative	GOLD
inusitatus	adj	-0.5	negative	GOLD
innoxius	adj	0.5	positive	GOLD
corporatus	adj	0	neutral	GOLD
moratus	adj	0.5	positive	GOLD
ursinus	adj	0	neutral	GOLD
maerens	adj	-1	negative	GOLD
harenosus	adj	0	neutral	GOLD
modificatus	adj	0	neutral	GOLD
consucidus	adj	0	neutral	GOLD
oleosus	adj	0	neutral	GOLD
improbulus	adj	-0.5	negative	GOLD
albidus	adj	-0.5	negative	GOLD
praecipuus	adj	0	neutral	GOLD
obesus	adj	-0.5	negative	GOLD
inexcusabilis	adj	-0.5	negative	GOLD
leuigatus	adj	0	neutral	GOLD
improportionabilis	adj	-0.5	negative	GOLD
inuictus	adj	1	positive	GOLD
uisibilis	adj	0	neutral	GOLD
marmus	adj	0	neutral	GOLD
imperialis	adj	0	neutral	GOLD
cubans	adj	0	neutral	GOLD
ueteranus	adj	0.5	positive	GOLD
sputatilicus	adj	-1	negative	GOLD
permediocris	adj	-0.5	negative	GOLD
inconcessus	adj	0	neutral	GOLD
sophus	adj	1	positive	GOLD
excors	adj	-1	negative	GOLD
faeceus	adj	-1	negative	GOLD
pelagius	adj	0	neutral	GOLD
quartus	adj	0	neutral	GOLD
facinerosus	adj	-1	negative	GOLD
dignus	adj	1	positive	GOLD
electus	adj	0.5	positive	GOLD
inormis	adj	-0.5	negative	GOLD
ingenuus	adj	0.5	positive	GOLD
perturpis	adj	-1	negative	GOLD
capitarius	adj	0	neutral	GOLD
horridus	adj	-1	negative	GOLD
morus	adj	-1	negative	GOLD
flabilis	adj	0	neutral	GOLD
optimisticus	adj	1	positive	GOLD
caligineus	adj	-0.5	negative	GOLD
luridus	adj	-1	negative	GOLD
dulcis	adj	0.5	positive	GOLD
soldus	adj	0.5	positive	GOLD
duplex	adj	0	neutral	GOLD
desiderabilis	adj	0.5	positive	GOLD
conspicuus	adj	1	positive	GOLD
auens	adj	0.5	positive	GOLD
ultumus	adj	0	neutral	GOLD
aspectabilis	adj	0	neutral	GOLD
hyacinthinus	adj	0	neutral	GOLD
campanus	adj	0	neutral	GOLD
spurcidicus	adj	-1	negative	GOLD
indupeditus	adj	-0.5	negative	GOLD
blouius	adj	0	neutral	GOLD
mythicos	adj	0	neutral	GOLD
subinuisus	adj	-0.5	negative	GOLD
stabilis	adj	0.5	positive	GOLD
obuius	adj	-0.5	negative	GOLD
pereruditus	adj	1	positive	GOLD
distans	adj	0	neutral	GOLD
formosulus	adj	0.5	positive	GOLD
infirmis	adj	-1	negative	GOLD
circumlatitius	adj	0	neutral	GOLD
sententiosus	adj	0	neutral	GOLD
demissus	adj	-1	negative	GOLD
secretus	adj	0	neutral	GOLD
pannuceus	adj	-0.5	negative	GOLD
commictilis	adj	-1	negative	GOLD
fascisticus	adj	-1	negative	GOLD
duriusculus	adj	-0.5	negative	GOLD
ardens	adj	0.5	positive	GOLD
paruus	adj	0	neutral	GOLD
uiuatus	adj	0	neutral	GOLD
perdelirus	adj	-1	negative	GOLD
propitius	adj	1	positive	GOLD
auctorizabilis	adj	-0.5	negative	GOLD
mutilus	adj	-0.5	negative	GOLD
caputalis	adj	-1	negative	GOLD
intortus	adj	0	neutral	GOLD
significans	adj	0.5	positive	GOLD
apsolutus	adj	0.5	positive	GOLD
rabiosulus	adj	-0.5	negative	GOLD
controuersiosus	adj	-1	negative	GOLD
annuus	adj	0	neutral	GOLD
excelsus	adj	1	positive	GOLD
suspiciosus	adj	-0.5	negative	GOLD
crocinus	adj	0	neutral	GOLD
incolomis	adj	1	positive	GOLD
inabsolutus	adj	-0.5	negative	GOLD
parens	adj	0.5	positive	GOLD
praecalidus	adj	0	neutral	GOLD
aduorsabilis	adj	-1	negative	GOLD
conquisitus	adj	-0.5	negative	GOLD
perpetualis	adj	0	neutral	GOLD
orthodoxus	adj	1	positive	GOLD
cassus	adj	-1	negative	GOLD
auctifer	adj	1	positive	GOLD
amens	adj	-1	negative	GOLD
percomis	adj	1	positive	GOLD
flexanimus	adj	0	neutral	GOLD
superuacuaneus	adj	-1	negative	GOLD
ferrugineus	adj	0	neutral	GOLD
declamatorius	adj	0	neutral	GOLD
uenustus	adj	1	positive	GOLD
posterior	adj	0	neutral	GOLD
dedecorosus	adj	-1	negative	GOLD
piisimus	adj	0.5	positive	GOLD
eternus	adj	0	neutral	GOLD
claudus	adj	-0.5	negative	GOLD
objectiuus	adj	0	neutral	GOLD
minutus	adj	0	neutral	GOLD
obstipus	adj	-0.5	negative	GOLD
contrajuris	adj	-1	negative	GOLD
caeles	adj	1	positive	GOLD
clamorosus	adj	-0.5	negative	GOLD
illaetabilis	adj	-1	negative	GOLD
inputribilis	adj	1	positive	GOLD
surrepticius	adj	-0.5	negative	GOLD
pulicarius	adj	-0.5	negative	GOLD
algificus	adj	0	neutral	GOLD
plerique	adj	0	neutral	GOLD
consultus	adj	1	positive	GOLD
lyricus	adj	0	neutral	GOLD
perciuilis	adj	1	positive	GOLD
populabundus	adj	-0.5	negative	GOLD
nidificus	adj	0	neutral	GOLD
inpius	adj	-1	negative	GOLD
pergrandis	adj	0	neutral	GOLD
canticus	adj	0	neutral	GOLD
recens	adj	0	neutral	GOLD
azymus	adj	1	positive	GOLD
cumulatus	adj	0.5	positive	GOLD
eugeneus	adj	0.5	positive	GOLD
uicinus	adj	0	neutral	GOLD
repostus	adj	0	neutral	GOLD
sincerus	adj	0.5	positive	GOLD
alcyonidus	adj	0	neutral	GOLD
uegrandis	adj	0	neutral	GOLD
centenarius	adj	0	neutral	GOLD
fatalis	adj	0	neutral	GOLD
inurbanus	adj	-0.5	negative	GOLD
sensualis	adj	0.5	positive	GOLD
sufficiens	adj	0	neutral	GOLD
inclitus	adj	1	positive	GOLD
innocuus	adj	0.5	positive	GOLD
illutus	adj	-0.5	negative	GOLD
curuatus	adj	0	neutral	GOLD
ceremonialis	adj	0	neutral	GOLD
delumbis	adj	-0.5	negative	GOLD
periculosus	adj	-1	negative	GOLD
uigoratus	adj	0.5	positive	GOLD
cunctalis	adj	0	neutral	GOLD
flauens	adj	0	neutral	GOLD
insipiens	adj	-1	negative	GOLD
exhaustus	adj	-0.5	negative	GOLD
cicilinus	adj	0	neutral	GOLD
falsiloquus	adj	-1	negative	GOLD
comminatiuus	adj	-1	negative	GOLD
pacatus	adj	0.5	positive	GOLD
continnatus	adj	0	neutral	GOLD
artificialis	adj	0	neutral	GOLD
seminudus	adj	0	neutral	GOLD
adtenuatus	adj	-0.5	negative	GOLD
grauidus	adj	0	neutral	GOLD
inmaculatus	adj	1	positive	GOLD
capitalis	adj	-1	negative	GOLD
coloratilis	adj	0	neutral	GOLD
laeuus	adj	-1	negative	GOLD
inaequabilis	adj	0	neutral	GOLD
clandestinus	adj	-0.5	negative	GOLD
reuerendus	adj	1	positive	GOLD
tumidus	adj	-0.5	negative	GOLD
malignans	adj	-1	negative	GOLD
necessis	adj	0	neutral	GOLD
distinctus	adj	0.5	positive	GOLD
nouicius	adj	0	neutral	GOLD
agilis	adj	0.5	positive	GOLD
coenosus	adj	-1	negative	GOLD
puter	adj	-1	negative	GOLD
comoedicus	adj	0	neutral	GOLD
crapulatus	adj	-1	negative	GOLD
symposiacus	adj	0	neutral	GOLD
exploratus	adj	0	neutral	GOLD
erroneus	adj	0	neutral	GOLD
diualiis	adj	1	positive	GOLD
irascibilis	adj	-1	negative	GOLD
ualidus	adj	1	positive	GOLD
oblitterus	adj	-1	negative	GOLD
glorificus	adj	1	positive	GOLD
ominosus	adj	-1	negative	GOLD
crepulus	adj	0	neutral	GOLD
sollers	adj	1	positive	GOLD
maestificus	adj	-1	negative	GOLD
dissolutus	adj	-0.5	negative	GOLD
orbus	adj	-0.5	negative	GOLD
inoblitus	adj	0	neutral	GOLD
sceleratus	adj	-1	negative	GOLD
anhelus	adj	0	neutral	GOLD
alsus	adj	0	neutral	GOLD
celebrabilis	adj	1	positive	GOLD
praefractus	adj	1	positive	GOLD
commodus	adj	0.5	positive	GOLD
inexhaustus	adj	0.5	positive	GOLD
inrationabilis	adj	-0.5	negative	GOLD
epicus	adj	0	neutral	GOLD
faustus	adj	1	positive	GOLD
auenarius	adj	0	neutral	GOLD
pannosus	adj	-0.5	negative	GOLD
altilis	adj	0	neutral	GOLD
medius	adj	0	neutral	GOLD
problematicus	adj	-0.5	negative	GOLD
intentionalis	adj	0	neutral	GOLD
honorarius	adj	0	neutral	GOLD
utillimus	adj	1	positive	GOLD
measurabilis	adj	0	neutral	GOLD
plenarius	adj	0.5	positive	GOLD
consequens	adj	0	neutral	GOLD
purus	adj	1	positive	GOLD
tuus	adj	0	neutral	GOLD
paratus	adj	0.5	positive	GOLD
execrabilis	adj	-1	negative	GOLD
uniuersalis	adj	0	neutral	GOLD
intestinus	adj	0	neutral	GOLD
uiolentus	adj	-1	negative	GOLD
feruidus	adj	-0.5	negative	GOLD
colonarius	adj	0	neutral	GOLD
sollemnis	adj	0	neutral	GOLD
bipedalis	adj	0	neutral	GOLD
magnus	adj	0	neutral	GOLD
multus	adj	0	neutral	GOLD
bonus	adj	1	positive	GOLD
Romanus	adj	0	neutral	GOLD
primus	adj	0.5	positive	GOLD
nouus	adj	0.5	positive	GOLD
grauis	adj	-0.5	negative	GOLD
miser	adj	-1	negative	GOLD
longus	adj	0	neutral	GOLD
certus	adj	0.5	positive	GOLD
fortis	adj	0.5	positive	GOLD
malus	adj	-1	negative	GOLD
leuis	adj	0	neutral	GOLD
publicus	adj	0	neutral	GOLD
propior	adj	0	neutral	GOLD
par	adj	0.5	positive	GOLD
uetus	adj	0	neutral	GOLD
ingens	adj	-0.5	negative	GOLD
altus	adj	0.5	positive	GOLD
alienus	adj	-0.5	negative	GOLD
ceterus	adj	0	neutral	GOLD
honestus	adj	1	positive	GOLD
clarus	adj	0.5	positive	GOLD
similis	adj	0	neutral	GOLD
paucus	adj	0	neutral	GOLD
turpis	adj	-1	negative	GOLD
communis	adj	0	neutral	GOLD
reliquus	adj	0	neutral	GOLD
uerus	adj	0.5	positive	GOLD
singulus	adj	0	neutral	GOLD
humanus	adj	0	neutral	GOLD
gratus	adj	1	positive	GOLD
necesse	adj	0.5	positive	GOLD
aequus	adj	0.5	positive	GOLD
liber	adj	0.5	positive	GOLD
laetus	adj	1	positive	GOLD
durus	adj	-0.5	negative	GOLD
tristis	adj	-1	negative	GOLD
plenus	adj	0	neutral	GOLD
satis	adj	0.5	positive	GOLD
exter	adj	0	neutral	GOLD
tertius	adj	0	neutral	GOLD
immortalis	adj	0.5	positive	GOLD
tutus	adj	0.5	positive	GOLD
prior	adj	0.5	positive	GOLD
nobilis	adj	1	positive	GOLD
secundus	adj	0	neutral	GOLD
notus	adj	0	neutral	GOLD
saeuus	adj	-1	negative	GOLD
facilis	adj	0.5	positive	GOLD
pulcher	adj	1	positive	GOLD
felix	adj	1	positive	GOLD
uarius	adj	0	neutral	GOLD
improbus	adj	-1	negative	GOLD
falsus	adj	-1	negative	GOLD
integer	adj	0.5	positive	GOLD
praesens	adj	0	neutral	GOLD
iustus	adj	1	positive	GOLD
utilis	adj	1	positive	GOLD
amplus	adj	0	neutral	GOLD
inuitus	adj	-0.5	negative	GOLD
posterus	adj	0	neutral	GOLD
antiquus	adj	0	neutral	GOLD
ultimus	adj	0	neutral	GOLD
dubius	adj	-0.5	negative	GOLD
ingratus	adj	-1	negative	GOLD
incertus	adj	-0.5	negative	GOLD
tenuis	adj	0	neutral	GOLD
patrius	adj	0	neutral	GOLD
beatus	adj	1	positive	GOLD
difficilis	adj	-0.5	negative	GOLD
uniuersus	adj	0	neutral	GOLD
sanctus	adj	0.5	positive	GOLD
diues	adj	0.5	positive	GOLD
ciuilis	adj	0.5	positive	GOLD
nudus	adj	0	neutral	GOLD
contentus	adj	0.5	positive	GOLD
regius	adj	0	neutral	GOLD
proprius	adj	0	neutral	GOLD
iratus	adj	-1	negative	GOLD
mirus	adj	1	positive	GOLD
aureus	adj	0.5	positive	GOLD
ignotus	adj	-0.5	negative	GOLD
necessarius	adj	0	neutral	GOLD
iniquus	adj	-1	negative	GOLD
armatus	adj	0	neutral	GOLD
diuinus	adj	0.5	positive	GOLD
iucundus	adj	1	positive	GOLD
uiuus	adj	0	neutral	GOLD
militaris	adj	0	neutral	GOLD
scepticismus	noun	0	neutral	GOLD
expugnatio	noun	1	positive	GOLD
fornax	noun	0	neutral	GOLD
rhythmus	noun	0	neutral	GOLD
exempoator	noun	1	positive	GOLD
alacritas	noun	1	positive	GOLD
tata	noun	0	neutral	GOLD
documen	noun	0	neutral	GOLD
fundaitor	noun	0	neutral	GOLD
opscenitas	noun	-1	negative	GOLD
ansula	noun	0	neutral	GOLD
ignoratio	noun	-0.5	negative	GOLD
ardelio	noun	0.5	positive	GOLD
intemperantia	noun	-1	negative	GOLD
arrabo	noun	0	neutral	GOLD
furor	noun	-1	negative	GOLD
delatura	noun	-1	negative	GOLD
reclamatio	noun	0	neutral	GOLD
simulacrum	noun	0	neutral	GOLD
interstitio	noun	0	neutral	GOLD
conea	noun	0	neutral	GOLD
certamen	noun	0.5	positive	GOLD
cultrix	noun	0	neutral	GOLD
duplicitas	noun	-1	negative	GOLD
mensula	noun	0	neutral	GOLD
ferocitas	noun	-1	negative	GOLD
facetia	noun	0	neutral	GOLD
conplementum	noun	0	neutral	GOLD
postulatus	noun	0	neutral	GOLD
praesuppositio	noun	0	neutral	GOLD
auaritia	noun	-1	negative	GOLD
diabathrum	noun	0	neutral	GOLD
